"U_year","agegp","L_age","U_age","U_yearBorn","sex","cause","countDeaths","cohortDeaths","pctOfDeaths"
1979,"15-19",15,19,1964,"2","Musculoskeletal/connective tissue",25,3219,0.78
1979,"15-19",15,19,1964,"2","Neoplasm",515,3219,16
1979,"15-19",15,19,1964,"2","Nervous system/sense organs",158,3219,4.91
1979,"15-19",15,19,1964,"2","Originating from perinatal period",1,3219,0.03
1979,"15-19",15,19,1964,"2","Pregnancy/childbirth/puerperium",21,3219,0.65
1979,"15-19",15,19,1964,"2","Respiratory system",204,3219,6.34
1979,"15-19",15,19,1964,"2","Skin and subcutaneous tissue",1,3219,0.03
1979,"20-24",20,24,1959,"1","Blood/blood forming organs",44,8285,0.53
1979,"20-24",20,24,1959,"1","Circulatory system",407,8285,4.91
1979,"20-24",20,24,1959,"1","Congenital anomalies",166,8285,2
1979,"20-24",20,24,1959,"1","Digestive system",125,8285,1.51
1979,"20-24",20,24,1959,"1","Endocrine/nutritional/metabolic/immunity",100,8285,1.21
1979,"20-24",20,24,1959,"1","Genitourinary system",58,8285,0.7
1979,"20-24",20,24,1959,"1","Ill-defined/Other",25,8285,0.3
1979,"20-24",20,24,1959,"1","Infectious/parasitic",80,8285,0.97
1979,"20-24",20,24,1959,"1","Injury and poisoning",5539,8285,66.86
1979,"20-24",20,24,1959,"1","Mental disorders",161,8285,1.94
1979,"20-24",20,24,1959,"1","Musculoskeletal/connective tissue",18,8285,0.22
1979,"20-24",20,24,1959,"1","Neoplasm",887,8285,10.71
1979,"20-24",20,24,1959,"1","Nervous system/sense organs",341,8285,4.12
1979,"20-24",20,24,1959,"1","Originating from perinatal period",1,8285,0.01
1979,"20-24",20,24,1959,"1","Respiratory system",331,8285,4
1979,"20-24",20,24,1959,"1","Skin and subcutaneous tissue",2,8285,0.02
1979,"20-24",20,24,1959,"2","Blood/blood forming organs",22,3414,0.64
1979,"20-24",20,24,1959,"2","Circulatory system",316,3414,9.26
1979,"20-24",20,24,1959,"2","Congenital anomalies",123,3414,3.6
1979,"20-24",20,24,1959,"2","Digestive system",76,3414,2.23
1979,"20-24",20,24,1959,"2","Endocrine/nutritional/metabolic/immunity",81,3414,2.37
1979,"20-24",20,24,1959,"2","Genitourinary system",58,3414,1.7
1979,"20-24",20,24,1959,"2","Ill-defined/Other",16,3414,0.47
1979,"20-24",20,24,1959,"2","Infectious/parasitic",76,3414,2.23
1979,"20-24",20,24,1959,"2","Injury and poisoning",1496,3414,43.82
1979,"20-24",20,24,1959,"2","Mental disorders",40,3414,1.17
1979,"20-24",20,24,1959,"2","Musculoskeletal/connective tissue",40,3414,1.17
1979,"20-24",20,24,1959,"2","Neoplasm",591,3414,17.31
1979,"20-24",20,24,1959,"2","Nervous system/sense organs",172,3414,5.04
1979,"20-24",20,24,1959,"2","Pregnancy/childbirth/puerperium",65,3414,1.9
1979,"20-24",20,24,1959,"2","Respiratory system",239,3414,7
1979,"20-24",20,24,1959,"2","Skin and subcutaneous tissue",3,3414,0.09
1979,"25-29",25,29,1954,"1","Blood/blood forming organs",28,7730,0.36
1979,"25-29",25,29,1954,"1","Circulatory system",704,7730,9.11
1979,"25-29",25,29,1954,"1","Congenital anomalies",140,7730,1.81
1979,"25-29",25,29,1954,"1","Digestive system",161,7730,2.08
1979,"25-29",25,29,1954,"1","Endocrine/nutritional/metabolic/immunity",119,7730,1.54
1979,"25-29",25,29,1954,"1","Genitourinary system",85,7730,1.1
1979,"25-29",25,29,1954,"1","Ill-defined/Other",32,7730,0.41
1979,"25-29",25,29,1954,"1","Infectious/parasitic",89,7730,1.15
1979,"25-29",25,29,1954,"1","Injury and poisoning",4326,7730,55.96
1979,"25-29",25,29,1954,"1","Mental disorders",146,7730,1.89
1979,"25-29",25,29,1954,"1","Musculoskeletal/connective tissue",18,7730,0.23
1979,"25-29",25,29,1954,"1","Neoplasm",1216,7730,15.73
1979,"25-29",25,29,1954,"1","Nervous system/sense organs",309,7730,4
1979,"25-29",25,29,1954,"1","Originating from perinatal period",1,7730,0.01
1979,"25-29",25,29,1954,"1","Respiratory system",353,7730,4.57
1979,"25-29",25,29,1954,"1","Skin and subcutaneous tissue",3,7730,0.04
1979,"25-29",25,29,1954,"2","Blood/blood forming organs",19,4073,0.47
1979,"25-29",25,29,1954,"2","Circulatory system",497,4073,12.2
1979,"25-29",25,29,1954,"2","Congenital anomalies",136,4073,3.34
1979,"25-29",25,29,1954,"2","Digestive system",143,4073,3.51
1979,"25-29",25,29,1954,"2","Endocrine/nutritional/metabolic/immunity",76,4073,1.87
1979,"25-29",25,29,1954,"2","Genitourinary system",89,4073,2.19
1979,"25-29",25,29,1954,"2","Ill-defined/Other",17,4073,0.42
1979,"25-29",25,29,1954,"2","Infectious/parasitic",74,4073,1.82
1979,"25-29",25,29,1954,"2","Injury and poisoning",1288,4073,31.62
1979,"25-29",25,29,1954,"2","Mental disorders",57,4073,1.4
1979,"25-29",25,29,1954,"2","Musculoskeletal/connective tissue",41,4073,1.01
1979,"25-29",25,29,1954,"2","Neoplasm",1013,4073,24.87
1979,"25-29",25,29,1954,"2","Nervous system/sense organs",237,4073,5.82
1979,"25-29",25,29,1954,"2","Pregnancy/childbirth/puerperium",123,4073,3.02
1979,"25-29",25,29,1954,"2","Respiratory system",260,4073,6.38
1979,"25-29",25,29,1954,"2","Skin and subcutaneous tissue",3,4073,0.07
1979,"30-34",30,34,1949,"1","Blood/blood forming organs",21,8739,0.24
1979,"30-34",30,34,1949,"1","Circulatory system",1566,8739,17.92
1979,"30-34",30,34,1949,"1","Congenital anomalies",138,8739,1.58
1979,"30-34",30,34,1949,"1","Digestive system",288,8739,3.3
1979,"30-34",30,34,1949,"1","Endocrine/nutritional/metabolic/immunity",132,8739,1.51
1979,"30-34",30,34,1949,"1","Genitourinary system",118,8739,1.35
1979,"30-34",30,34,1949,"1","Ill-defined/Other",34,8739,0.39
1979,"30-34",30,34,1949,"1","Infectious/parasitic",109,8739,1.25
1979,"30-34",30,34,1949,"1","Injury and poisoning",3690,8739,42.22
1979,"30-34",30,34,1949,"1","Mental disorders",104,8739,1.19
1979,"30-34",30,34,1949,"1","Musculoskeletal/connective tissue",20,8739,0.23
1979,"30-34",30,34,1949,"1","Neoplasm",1745,8739,19.97
1979,"30-34",30,34,1949,"1","Nervous system/sense organs",315,8739,3.6
1979,"30-34",30,34,1949,"1","Respiratory system",456,8739,5.22
1979,"30-34",30,34,1949,"1","Skin and subcutaneous tissue",3,8739,0.03
1979,"30-34",30,34,1949,"2","Blood/blood forming organs",28,5577,0.5
1979,"30-34",30,34,1949,"2","Circulatory system",794,5577,14.24
1979,"30-34",30,34,1949,"2","Congenital anomalies",98,5577,1.76
1979,"30-34",30,34,1949,"2","Digestive system",213,5577,3.82
1979,"30-34",30,34,1949,"2","Endocrine/nutritional/metabolic/immunity",89,5577,1.6
1979,"30-34",30,34,1949,"2","Genitourinary system",134,5577,2.4
1979,"30-34",30,34,1949,"2","Ill-defined/Other",17,5577,0.3
1979,"30-34",30,34,1949,"2","Infectious/parasitic",66,5577,1.18
1979,"30-34",30,34,1949,"2","Injury and poisoning",1316,5577,23.6
1979,"30-34",30,34,1949,"2","Mental disorders",47,5577,0.84
1979,"30-34",30,34,1949,"2","Musculoskeletal/connective tissue",74,5577,1.33
1979,"30-34",30,34,1949,"2","Neoplasm",2030,5577,36.4
1979,"30-34",30,34,1949,"2","Nervous system/sense organs",243,5577,4.36
1979,"30-34",30,34,1949,"2","Originating from perinatal period",1,5577,0.02
1979,"30-34",30,34,1949,"2","Pregnancy/childbirth/puerperium",82,5577,1.47
1979,"30-34",30,34,1949,"2","Respiratory system",343,5577,6.15
1979,"30-34",30,34,1949,"2","Skin and subcutaneous tissue",2,5577,0.04
1979,"35-39",35,39,1944,"1","Blood/blood forming organs",22,11095,0.2
1979,"35-39",35,39,1944,"1","Circulatory system",3495,11095,31.5
1979,"35-39",35,39,1944,"1","Congenital anomalies",138,11095,1.24
1979,"35-39",35,39,1944,"1","Digestive system",434,11095,3.91
1979,"35-39",35,39,1944,"1","Endocrine/nutritional/metabolic/immunity",181,11095,1.63
1979,"35-39",35,39,1944,"1","Genitourinary system",130,11095,1.17
1979,"35-39",35,39,1944,"1","Ill-defined/Other",47,11095,0.42
1979,"35-39",35,39,1944,"1","Infectious/parasitic",142,11095,1.28
1979,"35-39",35,39,1944,"1","Injury and poisoning",3104,11095,27.98
1979,"35-39",35,39,1944,"1","Mental disorders",104,11095,0.94
1979,"35-39",35,39,1944,"1","Musculoskeletal/connective tissue",24,11095,0.22
1979,"35-39",35,39,1944,"1","Neoplasm",2418,11095,21.79
1979,"35-39",35,39,1944,"1","Nervous system/sense organs",315,11095,2.84
1979,"35-39",35,39,1944,"1","Respiratory system",534,11095,4.81
1979,"35-39",35,39,1944,"1","Skin and subcutaneous tissue",7,11095,0.06
1979,"35-39",35,39,1944,"2","Blood/blood forming organs",29,7451,0.39
1979,"35-39",35,39,1944,"2","Circulatory system",1385,7451,18.59
1979,"35-39",35,39,1944,"2","Congenital anomalies",84,7451,1.13
1979,"35-39",35,39,1944,"2","Digestive system",226,7451,3.03
1979,"35-39",35,39,1944,"2","Endocrine/nutritional/metabolic/immunity",112,7451,1.5
1979,"35-39",35,39,1944,"2","Genitourinary system",153,7451,2.05
1979,"35-39",35,39,1944,"2","Ill-defined/Other",15,7451,0.2
1979,"35-39",35,39,1944,"2","Infectious/parasitic",83,7451,1.11
1979,"35-39",35,39,1944,"2","Injury and poisoning",1294,7451,17.37
1979,"35-39",35,39,1944,"2","Mental disorders",47,7451,0.63
1979,"35-39",35,39,1944,"2","Musculoskeletal/connective tissue",77,7451,1.03
1979,"35-39",35,39,1944,"2","Neoplasm",3232,7451,43.38
1979,"35-39",35,39,1944,"2","Nervous system/sense organs",264,7451,3.54
1979,"35-39",35,39,1944,"2","Pregnancy/childbirth/puerperium",43,7451,0.58
1979,"35-39",35,39,1944,"2","Respiratory system",400,7451,5.37
1979,"35-39",35,39,1944,"2","Skin and subcutaneous tissue",7,7451,0.09
1979,"40-44",40,44,1939,"1","Blood/blood forming organs",33,17909,0.18
1979,"40-44",40,44,1939,"1","Circulatory system",7868,17909,43.93
1979,"40-44",40,44,1939,"1","Congenital anomalies",127,17909,0.71
1979,"40-44",40,44,1939,"1","Digestive system",652,17909,3.64
1979,"40-44",40,44,1939,"1","Endocrine/nutritional/metabolic/immunity",272,17909,1.52
1979,"40-44",40,44,1939,"1","Genitourinary system",208,17909,1.16
1979,"40-44",40,44,1939,"1","Ill-defined/Other",49,17909,0.27
1979,"40-44",40,44,1939,"1","Infectious/parasitic",155,17909,0.87
1979,"40-44",40,44,1939,"1","Injury and poisoning",3058,17909,17.08
1979,"40-44",40,44,1939,"1","Mental disorders",95,17909,0.53
1979,"40-44",40,44,1939,"1","Musculoskeletal/connective tissue",42,17909,0.23
1979,"40-44",40,44,1939,"1","Neoplasm",4065,17909,22.7
1979,"40-44",40,44,1939,"1","Nervous system/sense organs",399,17909,2.23
1979,"40-44",40,44,1939,"1","Respiratory system",876,17909,4.89
1979,"40-44",40,44,1939,"1","Skin and subcutaneous tissue",10,17909,0.06
1979,"40-44",40,44,1939,"2","Blood/blood forming organs",57,12116,0.47
1979,"40-44",40,44,1939,"2","Circulatory system",2696,12116,22.25
1979,"40-44",40,44,1939,"2","Congenital anomalies",97,12116,0.8
1979,"40-44",40,44,1939,"2","Digestive system",427,12116,3.52
1979,"40-44",40,44,1939,"2","Endocrine/nutritional/metabolic/immunity",168,12116,1.39
1979,"40-44",40,44,1939,"2","Genitourinary system",198,12116,1.63
1979,"40-44",40,44,1939,"2","Ill-defined/Other",19,12116,0.16
1979,"40-44",40,44,1939,"2","Infectious/parasitic",117,12116,0.97
1979,"40-44",40,44,1939,"2","Injury and poisoning",1446,12116,11.93
1979,"40-44",40,44,1939,"2","Mental disorders",57,12116,0.47
1979,"40-44",40,44,1939,"2","Musculoskeletal/connective tissue",108,12116,0.89
1979,"40-44",40,44,1939,"2","Neoplasm",5673,12116,46.82
1979,"40-44",40,44,1939,"2","Nervous system/sense organs",335,12116,2.76
1979,"40-44",40,44,1939,"2","Pregnancy/childbirth/puerperium",26,12116,0.21
1979,"40-44",40,44,1939,"2","Respiratory system",685,12116,5.65
1979,"40-44",40,44,1939,"2","Skin and subcutaneous tissue",7,12116,0.06
1979,"45-49",45,49,1934,"1","Blood/blood forming organs",52,33147,0.16
1979,"45-49",45,49,1934,"1","Circulatory system",16740,33147,50.5
1979,"45-49",45,49,1934,"1","Congenital anomalies",149,33147,0.45
1979,"45-49",45,49,1934,"1","Digestive system",1144,33147,3.45
1979,"45-49",45,49,1934,"1","Endocrine/nutritional/metabolic/immunity",362,33147,1.09
1979,"45-49",45,49,1934,"1","Genitourinary system",310,33147,0.94
1979,"45-49",45,49,1934,"1","Ill-defined/Other",44,33147,0.13
1979,"45-49",45,49,1934,"1","Infectious/parasitic",270,33147,0.81
1979,"45-49",45,49,1934,"1","Injury and poisoning",3266,33147,9.85
1979,"45-49",45,49,1934,"1","Mental disorders",90,33147,0.27
1979,"45-49",45,49,1934,"1","Musculoskeletal/connective tissue",84,33147,0.25
1979,"45-49",45,49,1934,"1","Neoplasm",8328,33147,25.12
1979,"45-49",45,49,1934,"1","Nervous system/sense organs",548,33147,1.65
1979,"45-49",45,49,1934,"1","Originating from perinatal period",1,33147,0
1979,"45-49",45,49,1934,"1","Respiratory system",1749,33147,5.28
1979,"45-49",45,49,1934,"1","Skin and subcutaneous tissue",10,33147,0.03
1979,"45-49",45,49,1934,"2","Blood/blood forming organs",49,21541,0.23
1979,"45-49",45,49,1934,"2","Circulatory system",5429,21541,25.2
1979,"45-49",45,49,1934,"2","Congenital anomalies",127,21541,0.59
1979,"45-49",45,49,1934,"2","Digestive system",745,21541,3.46
1979,"45-49",45,49,1934,"2","Endocrine/nutritional/metabolic/immunity",282,21541,1.31
1979,"45-49",45,49,1934,"2","Genitourinary system",304,21541,1.41
1979,"45-49",45,49,1934,"2","Ill-defined/Other",25,21541,0.12
1979,"45-49",45,49,1934,"2","Infectious/parasitic",193,21541,0.9
1979,"45-49",45,49,1934,"2","Injury and poisoning",1741,21541,8.08
1979,"45-49",45,49,1934,"2","Mental disorders",89,21541,0.41
1979,"45-49",45,49,1934,"2","Musculoskeletal/connective tissue",131,21541,0.61
1979,"45-49",45,49,1934,"2","Neoplasm",10566,21541,49.05
1979,"45-49",45,49,1934,"2","Nervous system/sense organs",520,21541,2.41
1979,"45-49",45,49,1934,"2","Pregnancy/childbirth/puerperium",4,21541,0.02
1979,"45-49",45,49,1934,"2","Respiratory system",1322,21541,6.14
1979,"45-49",45,49,1934,"2","Skin and subcutaneous tissue",14,21541,0.06
1979,"50-54",50,54,1929,"1","Blood/blood forming organs",85,62509,0.14
1979,"50-54",50,54,1929,"1","Circulatory system",32748,62509,52.39
1979,"50-54",50,54,1929,"1","Congenital anomalies",181,62509,0.29
1979,"50-54",50,54,1929,"1","Digestive system",1799,62509,2.88
1979,"50-54",50,54,1929,"1","Endocrine/nutritional/metabolic/immunity",575,62509,0.92
1979,"50-54",50,54,1929,"1","Genitourinary system",426,62509,0.68
1979,"50-54",50,54,1929,"1","Ill-defined/Other",67,62509,0.11
1979,"50-54",50,54,1929,"1","Infectious/parasitic",422,62509,0.68
1979,"50-54",50,54,1929,"1","Injury and poisoning",3537,62509,5.66
1979,"50-54",50,54,1929,"1","Mental disorders",117,62509,0.19
1979,"50-54",50,54,1929,"1","Musculoskeletal/connective tissue",141,62509,0.23
1979,"50-54",50,54,1929,"1","Neoplasm",17726,62509,28.36
1979,"50-54",50,54,1929,"1","Nervous system/sense organs",731,62509,1.17
1979,"50-54",50,54,1929,"1","Respiratory system",3940,62509,6.3
1979,"50-54",50,54,1929,"1","Skin and subcutaneous tissue",14,62509,0.02
1979,"50-54",50,54,1929,"2","Blood/blood forming organs",108,37533,0.29
1979,"50-54",50,54,1929,"2","Circulatory system",10621,37533,28.3
1979,"50-54",50,54,1929,"2","Congenital anomalies",186,37533,0.5
1979,"50-54",50,54,1929,"2","Digestive system",1238,37533,3.3
1979,"50-54",50,54,1929,"2","Endocrine/nutritional/metabolic/immunity",493,37533,1.31
1979,"50-54",50,54,1929,"2","Genitourinary system",442,37533,1.18
1979,"50-54",50,54,1929,"2","Ill-defined/Other",28,37533,0.07
1979,"50-54",50,54,1929,"2","Infectious/parasitic",261,37533,0.7
1979,"50-54",50,54,1929,"2","Injury and poisoning",2099,37533,5.59
1979,"50-54",50,54,1929,"2","Mental disorders",98,37533,0.26
1979,"50-54",50,54,1929,"2","Musculoskeletal/connective tissue",223,37533,0.59
1979,"50-54",50,54,1929,"2","Neoplasm",18477,37533,49.23
1979,"50-54",50,54,1929,"2","Nervous system/sense organs",704,37533,1.88
1979,"50-54",50,54,1929,"2","Respiratory system",2543,37533,6.78
1979,"50-54",50,54,1929,"2","Skin and subcutaneous tissue",12,37533,0.03
1979,"55-59",55,59,1924,"1","Blood/blood forming organs",147,103541,0.14
1979,"55-59",55,59,1924,"1","Circulatory system",53951,103541,52.11
1979,"55-59",55,59,1924,"1","Congenital anomalies",231,103541,0.22
1979,"55-59",55,59,1924,"1","Digestive system",2738,103541,2.64
1979,"55-59",55,59,1924,"1","Endocrine/nutritional/metabolic/immunity",884,103541,0.85
1979,"55-59",55,59,1924,"1","Genitourinary system",822,103541,0.79
1979,"55-59",55,59,1924,"1","Ill-defined/Other",81,103541,0.08
1979,"55-59",55,59,1924,"1","Infectious/parasitic",571,103541,0.55
1979,"55-59",55,59,1924,"1","Injury and poisoning",3873,103541,3.74
1979,"55-59",55,59,1924,"1","Mental disorders",153,103541,0.15
1979,"55-59",55,59,1924,"1","Musculoskeletal/connective tissue",206,103541,0.2
1979,"55-59",55,59,1924,"1","Neoplasm",31061,103541,30
1979,"55-59",55,59,1924,"1","Nervous system/sense organs",1056,103541,1.02
1979,"55-59",55,59,1924,"1","Respiratory system",7746,103541,7.48
1979,"55-59",55,59,1924,"1","Skin and subcutaneous tissue",21,103541,0.02
1979,"55-59",55,59,1924,"2","Blood/blood forming organs",158,59417,0.27
1979,"55-59",55,59,1924,"2","Circulatory system",20062,59417,33.76
1979,"55-59",55,59,1924,"2","Congenital anomalies",192,59417,0.32
1979,"55-59",55,59,1924,"2","Digestive system",1889,59417,3.18
1979,"55-59",55,59,1924,"2","Endocrine/nutritional/metabolic/immunity",875,59417,1.47
1979,"55-59",55,59,1924,"2","Genitourinary system",716,59417,1.21
1979,"55-59",55,59,1924,"2","Ill-defined/Other",35,59417,0.06
1979,"55-59",55,59,1924,"2","Infectious/parasitic",373,59417,0.63
1979,"55-59",55,59,1924,"2","Injury and poisoning",2381,59417,4.01
1979,"55-59",55,59,1924,"2","Mental disorders",151,59417,0.25
1979,"55-59",55,59,1924,"2","Musculoskeletal/connective tissue",390,59417,0.66
1979,"55-59",55,59,1924,"2","Neoplasm",26900,59417,45.27
1979,"55-59",55,59,1924,"2","Nervous system/sense organs",948,59417,1.6
1979,"55-59",55,59,1924,"2","Respiratory system",4311,59417,7.26
1979,"55-59",55,59,1924,"2","Skin and subcutaneous tissue",36,59417,0.06
1979,"60-64",60,64,1919,"1","Blood/blood forming organs",185,145977,0.13
1979,"60-64",60,64,1919,"1","Circulatory system",74851,145977,51.28
1979,"60-64",60,64,1919,"1","Congenital anomalies",212,145977,0.15
1979,"60-64",60,64,1919,"1","Digestive system",3339,145977,2.29
1979,"60-64",60,64,1919,"1","Endocrine/nutritional/metabolic/immunity",1250,145977,0.86
1979,"60-64",60,64,1919,"1","Genitourinary system",1315,145977,0.9
1979,"60-64",60,64,1919,"1","Ill-defined/Other",75,145977,0.05
1979,"60-64",60,64,1919,"1","Infectious/parasitic",658,145977,0.45
1979,"60-64",60,64,1919,"1","Injury and poisoning",3601,145977,2.47
1979,"60-64",60,64,1919,"1","Mental disorders",200,145977,0.14
1979,"60-64",60,64,1919,"1","Musculoskeletal/connective tissue",319,145977,0.22
1979,"60-64",60,64,1919,"1","Neoplasm",44439,145977,30.44
1979,"60-64",60,64,1919,"1","Nervous system/sense organs",1293,145977,0.89
1979,"60-64",60,64,1919,"1","Respiratory system",14197,145977,9.73
1979,"60-64",60,64,1919,"1","Skin and subcutaneous tissue",43,145977,0.03
1979,"60-64",60,64,1919,"2","Blood/blood forming organs",210,84104,0.25
1979,"60-64",60,64,1919,"2","Circulatory system",34480,84104,41
1979,"60-64",60,64,1919,"2","Congenital anomalies",197,84104,0.23
1979,"60-64",60,64,1919,"2","Digestive system",2561,84104,3.05
1979,"60-64",60,64,1919,"2","Endocrine/nutritional/metabolic/immunity",1334,84104,1.59
1979,"60-64",60,64,1919,"2","Genitourinary system",992,84104,1.18
1979,"60-64",60,64,1919,"2","Ill-defined/Other",50,84104,0.06
1979,"60-64",60,64,1919,"2","Infectious/parasitic",413,84104,0.49
1979,"60-64",60,64,1919,"2","Injury and poisoning",2485,84104,2.95
1979,"60-64",60,64,1919,"2","Mental disorders",236,84104,0.28
1979,"60-64",60,64,1919,"2","Musculoskeletal/connective tissue",591,84104,0.7
1979,"60-64",60,64,1919,"2","Neoplasm",32466,84104,38.6
1979,"60-64",60,64,1919,"2","Nervous system/sense organs",1170,84104,1.39
1979,"60-64",60,64,1919,"2","Respiratory system",6887,84104,8.19
1979,"60-64",60,64,1919,"2","Skin and subcutaneous tissue",32,84104,0.04
1979,"65-69",65,69,1914,"1","Blood/blood forming organs",341,218870,0.16
1979,"65-69",65,69,1914,"1","Circulatory system",112792,218870,51.53
1979,"65-69",65,69,1914,"1","Congenital anomalies",239,218870,0.11
1979,"65-69",65,69,1914,"1","Digestive system",4802,218870,2.19
1979,"65-69",65,69,1914,"1","Endocrine/nutritional/metabolic/immunity",1864,218870,0.85
1979,"65-69",65,69,1914,"1","Genitourinary system",2120,218870,0.97
1979,"65-69",65,69,1914,"1","Ill-defined/Other",126,218870,0.06
1979,"65-69",65,69,1914,"1","Infectious/parasitic",838,218870,0.38
1979,"65-69",65,69,1914,"1","Injury and poisoning",3505,218870,1.6
1979,"65-69",65,69,1914,"1","Mental disorders",337,218870,0.15
1979,"65-69",65,69,1914,"1","Musculoskeletal/connective tissue",466,218870,0.21
1979,"65-69",65,69,1914,"1","Neoplasm",63690,218870,29.1
1979,"65-69",65,69,1914,"1","Nervous system/sense organs",1847,218870,0.84
1979,"65-69",65,69,1914,"1","Respiratory system",25853,218870,11.81
1979,"65-69",65,69,1914,"1","Skin and subcutaneous tissue",50,218870,0.02
1979,"65-69",65,69,1914,"2","Blood/blood forming organs",371,133737,0.28
1979,"65-69",65,69,1914,"2","Circulatory system",63806,133737,47.71
1979,"65-69",65,69,1914,"2","Congenital anomalies",249,133737,0.19
1979,"65-69",65,69,1914,"2","Digestive system",3911,133737,2.92
1979,"65-69",65,69,1914,"2","Endocrine/nutritional/metabolic/immunity",2380,133737,1.78
1979,"65-69",65,69,1914,"2","Genitourinary system",1704,133737,1.27
1979,"65-69",65,69,1914,"2","Ill-defined/Other",84,133737,0.06
1979,"65-69",65,69,1914,"2","Infectious/parasitic",483,133737,0.36
1979,"65-69",65,69,1914,"2","Injury and poisoning",3140,133737,2.35
1979,"65-69",65,69,1914,"2","Mental disorders",371,133737,0.28
1979,"65-69",65,69,1914,"2","Musculoskeletal/connective tissue",1016,133737,0.76
1979,"65-69",65,69,1914,"2","Neoplasm",42416,133737,31.72
1979,"65-69",65,69,1914,"2","Nervous system/sense organs",1645,133737,1.23
1979,"65-69",65,69,1914,"2","Respiratory system",12075,133737,9.03
1979,"65-69",65,69,1914,"2","Skin and subcutaneous tissue",86,133737,0.06
1979,"70-74",70,74,1909,"1","Blood/blood forming organs",453,263803,0.17
1979,"70-74",70,74,1909,"1","Circulatory system",136100,263803,51.59
1979,"70-74",70,74,1909,"1","Congenital anomalies",191,263803,0.07
1979,"70-74",70,74,1909,"1","Digestive system",5710,263803,2.16
1979,"70-74",70,74,1909,"1","Endocrine/nutritional/metabolic/immunity",2365,263803,0.9
1979,"70-74",70,74,1909,"1","Genitourinary system",3261,263803,1.24
1979,"70-74",70,74,1909,"1","Ill-defined/Other",180,263803,0.07
1979,"70-74",70,74,1909,"1","Infectious/parasitic",853,263803,0.32
1979,"70-74",70,74,1909,"1","Injury and poisoning",3592,263803,1.36
1979,"70-74",70,74,1909,"1","Mental disorders",513,263803,0.19
1979,"70-74",70,74,1909,"1","Musculoskeletal/connective tissue",577,263803,0.22
1979,"70-74",70,74,1909,"1","Neoplasm",67622,263803,25.63
1979,"70-74",70,74,1909,"1","Nervous system/sense organs",2259,263803,0.86
1979,"70-74",70,74,1909,"1","Respiratory system",40021,263803,15.17
1979,"70-74",70,74,1909,"1","Skin and subcutaneous tissue",106,263803,0.04
1979,"70-74",70,74,1909,"2","Blood/blood forming organs",641,193417,0.33
1979,"70-74",70,74,1909,"2","Circulatory system",104675,193417,54.12
1979,"70-74",70,74,1909,"2","Congenital anomalies",201,193417,0.1
1979,"70-74",70,74,1909,"2","Digestive system",5621,193417,2.91
1979,"70-74",70,74,1909,"2","Endocrine/nutritional/metabolic/immunity",3415,193417,1.77
1979,"70-74",70,74,1909,"2","Genitourinary system",2608,193417,1.35
1979,"70-74",70,74,1909,"2","Ill-defined/Other",196,193417,0.1
1979,"70-74",70,74,1909,"2","Infectious/parasitic",536,193417,0.28
1979,"70-74",70,74,1909,"2","Injury and poisoning",4066,193417,2.1
1979,"70-74",70,74,1909,"2","Mental disorders",763,193417,0.39
1979,"70-74",70,74,1909,"2","Musculoskeletal/connective tissue",1323,193417,0.68
1979,"70-74",70,74,1909,"2","Neoplasm",46116,193417,23.84
1979,"70-74",70,74,1909,"2","Nervous system/sense organs",2222,193417,1.15
1979,"70-74",70,74,1909,"2","Respiratory system",20872,193417,10.79
1979,"70-74",70,74,1909,"2","Skin and subcutaneous tissue",162,193417,0.08
1979,"75-79",75,79,1904,"1","Blood/blood forming organs",527,243846,0.22
1979,"75-79",75,79,1904,"1","Circulatory system",124833,243846,51.19
1979,"75-79",75,79,1904,"1","Congenital anomalies",142,243846,0.06
1979,"75-79",75,79,1904,"1","Digestive system",5583,243846,2.29
1979,"75-79",75,79,1904,"1","Endocrine/nutritional/metabolic/immunity",2098,243846,0.86
1979,"75-79",75,79,1904,"1","Genitourinary system",3850,243846,1.58
1979,"75-79",75,79,1904,"1","Ill-defined/Other",295,243846,0.12
1979,"75-79",75,79,1904,"1","Infectious/parasitic",754,243846,0.31
1979,"75-79",75,79,1904,"1","Injury and poisoning",3201,243846,1.31
1979,"75-79",75,79,1904,"1","Mental disorders",740,243846,0.3
1979,"75-79",75,79,1904,"1","Musculoskeletal/connective tissue",615,243846,0.25
1979,"75-79",75,79,1904,"1","Neoplasm",53235,243846,21.83
1979,"75-79",75,79,1904,"1","Nervous system/sense organs",2091,243846,0.86
1979,"75-79",75,79,1904,"1","Respiratory system",45774,243846,18.77
1979,"75-79",75,79,1904,"1","Skin and subcutaneous tissue",108,243846,0.04
1979,"75-79",75,79,1904,"2","Blood/blood forming organs",875,249454,0.35
1979,"75-79",75,79,1904,"2","Circulatory system",143176,249454,57.4
1979,"75-79",75,79,1904,"2","Congenital anomalies",176,249454,0.07
1979,"75-79",75,79,1904,"2","Digestive system",7388,249454,2.96
1979,"75-79",75,79,1904,"2","Endocrine/nutritional/metabolic/immunity",3937,249454,1.58
1979,"75-79",75,79,1904,"2","Genitourinary system",3571,249454,1.43
1979,"75-79",75,79,1904,"2","Ill-defined/Other",553,249454,0.22
1979,"75-79",75,79,1904,"2","Infectious/parasitic",601,249454,0.24
1979,"75-79",75,79,1904,"2","Injury and poisoning",5167,249454,2.07
1979,"75-79",75,79,1904,"2","Mental disorders",1336,249454,0.54
